Applicant_ID,Govt_Employed, Income_annum, Cibil_Score, Education, Loan_Status
371, No,2100000,767, Not Graduate, Approved
372, Yes,1100000,592, Graduate, Approved
373, Yes,600000,319, Graduate, Approved
374, Yes,9200000,900, Not Graduate, Approved
375, Yes,3600000,814, Not Graduate, Approved
376, Yes,1300000,755, Not Graduate, Approved
377, Yes,7700000,584, Graduate, Approved
378, Yes,9500000,380, Graduate, Rejected
379, Yes,5000000,465, Not Graduate, Rejected
380, No,500000,531, Not Graduate, Approved
381, Yes,8300000,814, Graduate, Approved
382, No,5300000,678, Graduate, Approved
383, Yes,9300000,655, Not Graduate, Approved
384, No,2300000,682, Not Graduate, Approved
385, No,400000,695, Not Graduate, Approved
386, No,3200000,833, Not Graduate, Approved
387, Yes,9400000,302, Not Graduate, Rejected
388, No,2300000,357, Graduate, Rejected
389, No,4300000,302, Not Graduate, Rejected
390, Yes,6200000,873, Graduate, Approved
391, Yes,7200000,658, Not Graduate, Approved
392, Yes,2400000,877, Graduate, Approved
393, No,2900000,648, Not Graduate, Approved
394, No,1400000,730, Graduate, Approved
395, Yes,2200000,737, Not Graduate, Approved
396, Yes,800000,584, Graduate, Rejected
397, No,600000,621, Graduate, Approved
398, Yes,700000,583, Graduate, Approved
399, No,8400000,621, Not Graduate, Approved
400, No,7100000,610, Not Graduate, Approved
401, No,5400000,452, Graduate, Rejected
402, No,3700000,339, Graduate, Rejected
403, Yes,5200000,650, Graduate, Approved
404, Yes,200000,672, Not Graduate, Approved
405, No,500000,501, Graduate, Rejected
406, Yes,1800000,809, Not Graduate, Approved
407, Yes,9200000,318, Graduate, Rejected
408, No,900000,649, Not Graduate, Approved
409, No,7500000,367, Not Graduate, Rejected
410, No,3000000,847, Not Graduate, Approved
411, No,7100000,360, Graduate, Rejected
412, Yes,3500000,865, Graduate, Approved
413, No,4900000,880, Not Graduate, Approved
414, No,4100000,608, Graduate, Approved
415, Yes,800000,760, Graduate, Approved
416, Yes,1700000,385, Graduate, Rejected
417, Yes,6100000,478, Graduate, Rejected
418, Yes,2100000,327, Graduate, Rejected
419, No,3100000,663, Graduate, Approved
420, Yes,1700000,693, Not Graduate, Approved
421, No,1700000,710, Graduate, Approved
422, Yes,4000000,711, Not Graduate, Approved
423, No,5600000,386, Graduate, Rejected
424, Yes,3900000,855, Graduate, Approved
425, Yes,6100000,573, Graduate, Approved
426, Yes,1100000,431, Graduate, Rejected
427, No,5500000,364, Graduate, Rejected
428, Yes,1100000,711, Graduate, Approved
429, Yes,400000,771, Not Graduate, Approved
430, No,9200000,669, Graduate, Approved
431, Yes,9300000,338, Not Graduate, Rejected
432, No,1100000,562, Graduate, Approved
433, No,5600000,769, Not Graduate, Approved
434, Yes,6300000,629, Graduate, Approved
435, No,8800000,699, Graduate, Approved
436, No,8400000,590, Not Graduate, Approved
437, Yes,1600000,707, Graduate, Approved
438, Yes,4500000,391, Not Graduate, Rejected
439, No,6500000,891, Not Graduate, Approved
440, Yes,9500000,731, Graduate, Approved
441, No,4700000,775, Not Graduate, Approved
442, Yes,9600000,897, Graduate, Approved
443, No,8000000,794, Graduate, Approved
444, No,7700000,555, Graduate, Approved
445, Yes,3600000,536, Not Graduate, Rejected
446, No,700000,839, Not Graduate, Approved
447, Yes,1400000,890, Graduate, Approved
448, Yes,8600000,415, Graduate, Rejected
449, No,4700000,868, Graduate, Approved
450, Yes,2900000,353, Graduate, Rejected
451, No,9000000,590, Not Graduate, Approved
452, Yes,500000,618, Graduate, Approved
453, Yes,700000,539, Not Graduate, Rejected
454, No,6800000,429, Graduate, Approved
455, No,1800000,792, Graduate, Approved
456, No,6000000,608, Not Graduate, Approved
457, Yes,5400000,555, Graduate, Approved
458, Yes,8400000,620, Graduate, Approved
459, No,7400000,635, Graduate, Approved
460, No,3200000,457, Graduate, Rejected
461, Yes,5400000,350, Graduate, Rejected
462, Yes,1000000,885, Graduate, Approved
463, No,4400000,638, Graduate, Approved
464, Yes,3800000,710, Graduate, Approved
465, Yes,6100000,470, Not Graduate, Rejected
466, Yes,5500000,874, Not Graduate, Approved
467, Yes,500000,411, Not Graduate, Rejected
468, Yes,300000,482, Not Graduate, Approved
469, Yes,6200000,396, Graduate, Rejected
470, No,300000,436, Not Graduate, Rejected
471, Yes,6900000,303, Not Graduate, Rejected
472, No,3700000,728, Graduate, Approved
473, Yes,8800000,775, Not Graduate, Approved
474, Yes,8200000,402, Graduate, Rejected
475, Yes,9200000,698, Not Graduate, Approved
476, No,2400000,665, Not Graduate, Approved
477, No,4100000,490, Not Graduate, Rejected
478, No,8000000,504, Graduate, Rejected
479, Yes,3600000,790, Not Graduate, Approved
480, Yes,700000,669, Not Graduate, Approved
481, No,8300000,381, Not Graduate, Rejected
482, Yes,5300000,900, Graduate, Approved
483, No,8300000,506, Graduate, Rejected
484, Yes,2500000,538, Not Graduate, Rejected
485, Yes,5400000,677, Graduate, Approved
486, No,1600000,685, Graduate, Approved
487, No,2400000,860, Not Graduate, Approved
488, No,6300000,608, Not Graduate, Approved
489, Yes,2500000,540, Graduate, Rejected
490, Yes,7500000,492, Graduate, Rejected
491, No,2900000,834, Not Graduate, Approved
492, Yes,1000000,834, Graduate, Approved
493, Yes,8600000,890, Graduate, Approved
494, No,300000,443, Not Graduate, Rejected
495, No,2300000,329, Not Graduate, Rejected
496, Yes,2400000,739, Not Graduate, Approved
497, Yes,9800000,867, Graduate, Approved
498, No,8100000,307, Not Graduate, Rejected
499, No,6700000,492, Graduate, Rejected
500, Yes,8400000,698, Not Graduate, Approved
501, No,200000,851, Graduate, Approved
502, No,4700000,375, Graduate, Rejected
503, Yes,4300000,601, Graduate, Approved
504, No,2200000,756, Not Graduate, Approved
505, Yes,8600000,868, Graduate, Approved
506, Yes,2000000,838, Graduate, Approved
507, Yes,4200000,375, Not Graduate, Rejected
508, Yes,5100000,778, Not Graduate, Approved
509, Yes,4100000,442, Graduate, Rejected
510, Yes,9900000,808, Graduate, Approved
511, Yes,3200000,372, Not Graduate, Rejected
512, No,5500000,597, Graduate, Approved
513, Yes,7800000,435, Graduate, Rejected
514, Yes,3400000,728, Graduate, Approved
515, Yes,7900000,373, Graduate, Rejected
516, Yes,8900000,367, Graduate, Rejected
517, No,7300000,552, Graduate, Approved
518, Yes,3300000,465, Not Graduate, Rejected
519, Yes,2900000,607, Graduate, Approved
520, Yes,500000,427, Graduate, Rejected
521, No,7200000,711, Not Graduate, Approved
522, No,8300000,823, Not Graduate, Approved
523, Yes,8700000,523, Not Graduate, Rejected
524, Yes,7100000,328, Not Graduate, Rejected
525, Yes,9800000,721, Graduate, Approved
526, Yes,6900000,599, Graduate, Approved
527, No,2400000,580, Not Graduate, Approved
528, Yes,2100000,744, Not Graduate, Approved
529, Yes,7200000,559, Graduate, Approved
530, No,4600000,587, Graduate, Approved
531, Yes,9900000,817, Graduate, Approved
532, Yes,300000,655, Not Graduate, Approved
533, Yes,6900000,382, Graduate, Rejected
534, Yes,1700000,765, Graduate, Approved
535, Yes,4400000,516, Graduate, Rejected
536, Yes,4300000,383, Not Graduate, Rejected
537, No,3700000,633, Not Graduate, Approved
538, No,5900000,547, Graduate, Rejected
539, Yes,8600000,843, Not Graduate, Approved
540, Yes,3400000,783, Not Graduate, Approved
541, Yes,1000000,790, Not Graduate, Approved
542, Yes,4400000,409, Not Graduate, Rejected
543, No,3600000,376, Not Graduate, Rejected
544, No,1400000,625, Not Graduate, Approved
545, No,5300000,707, Not Graduate, Approved
546, Yes,9400000,645, Graduate, Approved
547, Yes,6600000,887, Not Graduate, Approved
548, No,9800000,319, Graduate, Rejected
549, No,1900000,647, Not Graduate, Approved
550, Yes,5800000,888, Not Graduate, Approved
551, No,3100000,420, Not Graduate, Rejected
552, No,6800000,791, Graduate, Approved
553, No,4600000,891, Not Graduate, Approved
554, Yes,200000,641, Not Graduate, Approved
555, Yes,9500000,319, Not Graduate, Rejected
556, Yes,6200000,819, Not Graduate, Approved
557, Yes,9700000,387, Not Graduate, Rejected
558, Yes,4200000,686, Graduate, Approved
559, Yes,5700000,415, Graduate, Rejected
560, Yes,200000,885, Graduate, Rejected
561, No,8000000,722, Graduate, Approved
562, No,5200000,761, Graduate, Approved
563, Yes,7100000,389, Graduate, Rejected
564, Yes,9300000,600, Graduate, Approved
565, No,2000000,407, Graduate, Approved
566, Yes,3900000,829, Graduate, Approved
567, No,2800000,895, Not Graduate, Approved
568, Yes,3000000,441, Graduate, Rejected
569, No,4500000,895, Not Graduate, Approved
570, No,1900000,826, Graduate, Approved
571, No,2300000,453, Graduate, Rejected
572, No,4700000,701, Graduate, Approved
573, Yes,1300000,627, Not Graduate, Approved
574, No,3100000,543, Graduate, Approved
575, No,8400000,411, Graduate, Rejected
576, Yes,1700000,583, Graduate, Approved
577, No,1900000,889, Not Graduate, Approved
578, No,2400000,684, Not Graduate, Approved
579, No,6800000,578, Graduate, Approved
580, No,2900000,445, Graduate, Rejected
581, Yes,8900000,369, Graduate, Rejected
582, No,8800000,794, Not Graduate, Approved
583, Yes,8200000,492, Graduate, Rejected
584, Yes,3600000,557, Not Graduate, Approved
585, Yes,9500000,519, Graduate, Rejected
586, Yes,1900000,699, Not Graduate, Approved
587, Yes,9100000,741, Not Graduate, Approved
588, No,1100000,508, Graduate, Rejected
589, Yes,1100000,647, Not Graduate, Approved
590, No,9300000,656, Graduate, Approved
591, Yes,3900000,439, Graduate, Rejected
592, Yes,1500000,350, Not Graduate, Rejected
593, No,800000,493, Graduate, Rejected
594, No,600000,851, Graduate, Approved
595, No,4400000,492, Graduate, Rejected
596, Yes,2700000,861, Graduate, Approved
597, Yes,6200000,664, Not Graduate, Approved
598, Yes,700000,362, Graduate, Rejected
599, No,3400000,703, Graduate, Approved
600, Yes,4900000,758, Not Graduate, Approved
601, Yes,4200000,396, Not Graduate, Rejected
602, Yes,5300000,828, Graduate, Approved
603, Yes,3700000,709, Graduate, Approved
604, Yes,5600000,528, Not Graduate, Rejected
605, Yes,4300000,623, Graduate, Approved
606, Yes,7100000,599, Not Graduate, Approved
607, Yes,5400000,622, Graduate, Approved
608, No,6000000,385, Not Graduate, Rejected
609, Yes,4100000,579, Graduate, Approved
610, No,8300000,846, Not Graduate, Approved
611, No,8100000,449, Graduate, Rejected
612, No,7200000,666, Not Graduate, Approved
613, No,7200000,380, Graduate, Rejected
614, Yes,3500000,589, Graduate, Approved
615, No,6200000,845, Graduate, Approved
616, No,5200000,401, Not Graduate, Rejected
617, No,4500000,766, Not Graduate, Approved
618, No,5400000,522, Not Graduate, Rejected
619, Yes,2000000,834, Not Graduate, Approved
620, No,8900000,588, Graduate, Approved
621, No,5000000,570, Graduate, Approved
622, No,4900000,860, Graduate, Approved
623, Yes,5300000,655, Graduate, Approved
624, Yes,8500000,457, Not Graduate, Approved
625, Yes,700000,863, Graduate, Approved
626, Yes,5900000,742, Not Graduate, Approved
627, No,3500000,798, Graduate, Approved
628, Yes,7700000,552, Not Graduate, Approved
629, Yes,4500000,418, Not Graduate, Rejected
630, No,9100000,419, Graduate, Rejected
631, Yes,9000000,668, Not Graduate, Approved
632, No,8900000,608, Not Graduate, Approved
633, No,6500000,342, Not Graduate, Rejected
634, Yes,8100000,817, Not Graduate, Approved
635, No,8400000,476, Not Graduate, Rejected
636, No,5300000,881, Not Graduate, Approved
637, No,4100000,838, Graduate, Approved
638, No,6900000,406, Not Graduate, Approved
639, Yes,5200000,778, Graduate, Approved
640, Yes,2000000,799, Not Graduate, Approved
641, No,4600000,716, Graduate, Approved
642, Yes,7100000,756, Graduate, Approved
643, No,9300000,743, Not Graduate, Approved
644, No,5400000,731, Not Graduate, Approved
645, No,4100000,833, Not Graduate, Approved
646, No,4900000,470, Not Graduate, Rejected
647, Yes,5400000,734, Graduate, Approved
648, No,3000000,620, Graduate, Approved
649, Yes,6800000,812, Not Graduate, Approved
650, Yes,5100000,459, Graduate, Rejected
651, Yes,9800000,704, Graduate, Approved
652, Yes,1600000,391, Graduate, Rejected
