applicant_id,govt_employed,income_annum,cibil_score,education,loan_status
607,yes,5400000,622, Graduate,Approved
2813,yes,8100000,464, Not Graduate,Rejected
2376,yes,2900000,820, Graduate,Approved
3606,yes,5800000,361, Graduate,Rejected
966,yes,8500000,762, Not Graduate,Approved
62,yes,9600000,669, Not Graduate,Approved
3977,yes,8500000,448, Graduate,Rejected
3688,yes,2100000,591, Not Graduate,Approved
3104,yes,5200000,612, Not Graduate,Approved
3054,yes,1900000,893, Not Graduate,Approved
4134,yes,3000000,402, Graduate,Rejected
1594,yes,1500000,858, Not Graduate,Approved
2683,yes,900000,772, Not Graduate,Approved
3475,yes,5400000,550, Not Graduate,Approved
4254,yes,7000000,896, Graduate,Approved
4229,yes,3200000,483, Graduate,Rejected
1406,yes,8400000,741, Graduate,Approved
1862,yes,5000000,420, Not Graduate,Rejected
383,yes,9300000,655, Not Graduate,Approved
283,yes,2800000,405, Graduate,Rejected
267,yes,2800000,666, Graduate,Approved
1531,yes,8800000,712, Graduate,Approved
3158,yes,8600000,704, Not Graduate,Approved
628,yes,7700000,552, Not Graduate,Approved
1087,yes,7700000,705, Graduate,Approved
2035,yes,3100000,374, Graduate,Rejected
2595,yes,4600000,810, Graduate,Approved
377,yes,7700000,584, Graduate,Approved
116,yes,3300000,797, Not Graduate,Approved
403,yes,5200000,650, Graduate,Approved
3950,yes,9100000,535, Not Graduate,Rejected
3177,yes,3100000,408, Not Graduate,Rejected
3728,yes,7500000,469, Not Graduate,Rejected
3568,yes,2500000,454, Not Graduate,Rejected
480,yes,700000,669, Not Graduate,Approved
767,yes,6100000,672, Graduate,Approved
3666,yes,6400000,594, Graduate,Approved
2930,yes,1100000,515, Graduate,Rejected
2549,yes,1800000,448, Graduate,Rejected
508,yes,5100000,778, Not Graduate,Approved
2998,yes,7000000,682, Not Graduate,Approved
2018,yes,7400000,323, Graduate,Rejected
3410,yes,6700000,820, Graduate,Approved
3027,yes,2700000,551, Graduate,Approved
3218,yes,6900000,845, Not Graduate,Approved
1280,yes,5500000,724, Not Graduate,Approved
2631,yes,6000000,743, Not Graduate,Approved
1605,yes,1500000,414, Not Graduate,Approved
3504,yes,1000000,882, Graduate,Approved
1058,yes,3800000,479, Graduate,Rejected
3513,yes,4100000,465, Graduate,Rejected
2057,yes,7600000,555, Graduate,Approved
2759,yes,2300000,629, Graduate,Approved
961,yes,6500000,369, Graduate,Rejected
1960,yes,3300000,647, Not Graduate,Approved
1939,yes,1200000,752, Graduate,Approved
933,yes,7900000,728, Not Graduate,Approved
4242,yes,5600000,748, Graduate,Approved
2455,yes,1200000,348, Graduate,Rejected
3269,yes,7900000,571, Not Graduate,Approved
3765,yes,8300000,624, Graduate,Approved
1905,yes,1800000,658, Graduate,Approved
2881,yes,5400000,355, Graduate,Rejected
1733,yes,5500000,350, Graduate,Rejected
1176,yes,7700000,380, Graduate,Rejected
248,yes,9400000,536, Not Graduate,Rejected
3840,yes,5100000,504, Not Graduate,Approved
1216,yes,9600000,359, Graduate,Rejected
973,yes,4400000,779, Graduate,Approved
129,yes,700000,429, Not Graduate,Rejected
505,yes,8600000,868, Graduate,Approved
2874,yes,6800000,446, Graduate,Approved
1232,yes,1200000,757, Graduate,Approved
1221,yes,9000000,549, Graduate,Approved
1036,yes,3800000,842, Not Graduate,Approved
2191,yes,5600000,883, Graduate,Approved
3936,yes,5900000,479, Graduate,Rejected
4259,yes,9700000,346, Graduate,Rejected
649,yes,6800000,812, Not Graduate,Approved
1817,yes,8000000,784, Not Graduate,Approved
583,yes,8200000,492, Graduate,Rejected
2433,yes,4500000,568, Graduate,Approved
1779,yes,1600000,582, Graduate,Approved
2892,yes,3600000,548, Not Graduate,Rejected
3462,yes,4200000,704, Graduate,Approved
2275,yes,4300000,440, Not Graduate,Rejected
3611,yes,8800000,729, Not Graduate,Approved
2596,yes,8000000,302, Graduate,Rejected
2606,yes,7800000,560, Graduate,Approved
103,yes,4300000,618, Not Graduate,Approved
1065,yes,5600000,875, Not Graduate,Approved
3499,yes,9100000,685, Graduate,Approved
3639,yes,8500000,683, Not Graduate,Approved
2331,yes,1200000,678, Not Graduate,Approved
2220,yes,7800000,767, Graduate,Approved
3146,yes,8900000,757, Not Graduate,Approved
2460,yes,3700000,405, Not Graduate,Approved
2760,yes,7600000,657, Graduate,Approved
3253,yes,6300000,349, Graduate,Rejected
1302,yes,6300000,556, Graduate,Approved
757,yes,4700000,445, Not Graduate,Rejected
153,yes,6500000,306, Graduate,Approved
4131,yes,6200000,855, Not Graduate,Approved
2777,yes,7900000,322, Graduate,Rejected
2189,yes,4200000,834, Graduate,Approved
2715,yes,8600000,778, Not Graduate,Approved
1308,yes,8000000,867, Graduate,Approved
759,yes,9400000,414, Graduate,Rejected
3399,yes,6900000,763, Graduate,Approved
4103,yes,3300000,806, Not Graduate,Approved
2069,yes,2600000,722, Graduate,Approved
3306,yes,6100000,456, Not Graduate,Rejected
2798,yes,4600000,720, Not Graduate,Approved
1426,yes,2500000,424, Not Graduate,Rejected
624,yes,8500000,457, Not Graduate,Approved
3144,yes,200000,882, Graduate,Approved
2569,yes,4400000,561, Not Graduate,Approved
1442,yes,5900000,442, Not Graduate,Rejected
4218,yes,400000,483, Not Graduate,Approved
837,yes,600000,326, Graduate,Rejected
866,yes,6400000,348, Not Graduate,Rejected
218,yes,9600000,809, Graduate,Approved
2378,yes,4900000,718, Not Graduate,Approved
855,yes,1700000,488, Graduate,Rejected
2234,yes,7500000,655, Graduate,Approved
2895,yes,4000000,717, Graduate,Approved
1210,yes,3200000,645, Graduate,Approved
1799,yes,3800000,567, Not Graduate,Approved
1063,yes,600000,509, Not Graduate,Rejected
3445,yes,1300000,530, Graduate,Rejected
3481,yes,3700000,747, Graduate,Approved
3581,yes,3100000,772, Graduate,Approved
257,yes,9800000,869, Graduate,Approved
378,yes,9500000,380, Graduate,Rejected
2807,yes,6500000,333, Graduate,Rejected
1043,yes,3300000,550, Not Graduate,Approved
3450,yes,7000000,554, Graduate,Approved
2388,yes,4400000,795, Graduate,Approved
2497,yes,3200000,708, Not Graduate,Approved
1024,yes,1100000,554, Not Graduate,Approved
4116,yes,3200000,675, Not Graduate,Approved
147,yes,1400000,772, Graduate,Approved
701,yes,7600000,788, Graduate,Approved
4246,yes,6500000,507, Not Graduate,Approved
3608,yes,4300000,618, Graduate,Approved
3380,yes,2700000,413, Not Graduate,Rejected
2691,yes,8300000,422, Not Graduate,Rejected
1807,yes,6200000,888, Graduate,Approved
3779,yes,2600000,382, Not Graduate,Rejected
4084,yes,7700000,895, Graduate,Approved
1230,yes,1800000,305, Graduate,Rejected
3303,yes,1500000,611, Graduate,Approved
832,yes,3800000,849, Graduate,Approved
1156,yes,3300000,434, Not Graduate,Rejected
3858,yes,2800000,875, Graduate,Approved
845,yes,6500000,327, Graduate,Rejected
2231,yes,5800000,528, Graduate,Rejected
3570,yes,3200000,543, Graduate,Rejected
431,yes,9300000,338, Not Graduate,Rejected
4075,yes,9400000,845, Not Graduate,Approved
815,yes,200000,624, Graduate,Approved
4194,yes,8900000,329, Graduate,Rejected
546,yes,9400000,645, Graduate,Approved
2487,yes,2300000,472, Graduate,Rejected
2279,yes,5800000,321, Not Graduate,Rejected
1643,yes,8700000,554, Not Graduate,Approved
1730,yes,5800000,633, Graduate,Approved
3402,yes,8600000,802, Not Graduate,Approved
428,yes,1100000,711, Graduate,Approved
2850,yes,1200000,772, Graduate,Approved
1309,yes,9900000,875, Not Graduate,Approved
3677,yes,7900000,318, Not Graduate,Rejected
448,yes,8600000,415, Graduate,Rejected
2298,yes,9000000,896, Not Graduate,Approved
475,yes,9200000,698, Not Graduate,Approved
1508,yes,6500000,488, Graduate,Rejected
2666,yes,9300000,438, Not Graduate,Rejected
3981,yes,400000,828, Not Graduate,Approved
3672,yes,4400000,865, Graduate,Approved
2656,yes,2600000,572, Not Graduate,Approved
2735,yes,8000000,804, Not Graduate,Approved
1810,yes,2900000,694, Graduate,Approved
2732,yes,2000000,636, Not Graduate,Approved
28,yes,2400000,662, Not Graduate,Approved
972,yes,4400000,590, Graduate,Approved
2932,yes,4900000,691, Graduate,Approved
2941,yes,9600000,828, Graduate,Approved
3099,yes,5300000,546, Graduate,Rejected
3759,yes,6100000,697, Not Graduate,Approved
3563,yes,6700000,638, Graduate,Approved
876,yes,1700000,480, Not Graduate,Rejected
1506,yes,5300000,433, Not Graduate,Approved
2951,yes,2100000,349, Not Graduate,Rejected
3773,yes,7000000,541, Not Graduate,Rejected
1789,yes,5800000,570, Graduate,Approved
1760,yes,3100000,867, Not Graduate,Approved
2885,yes,4400000,459, Not Graduate,Rejected
3644,yes,7000000,486, Not Graduate,Approved
2648,yes,300000,674, Graduate,Approved
2578,yes,4900000,439, Graduate,Rejected
2193,yes,7700000,621, Graduate,Approved
2027,yes,9800000,740, Graduate,Approved
3826,yes,1700000,854, Not Graduate,Approved
3502,yes,7600000,692, Graduate,Approved
227,yes,5900000,777, Not Graduate,Approved
2197,yes,2300000,592, Not Graduate,Approved
250,yes,1900000,560, Not Graduate,Approved
1242,yes,7100000,727, Graduate,Approved
3663,yes,5500000,546, Not Graduate,Rejected
1107,yes,8200000,668, Graduate,Approved
1825,yes,5500000,403, Graduate,Rejected
3092,yes,5000000,604, Graduate,Approved
3044,yes,7600000,607, Not Graduate,Approved
239,yes,4700000,585, Not Graduate,Approved
3880,yes,8100000,347, Graduate,Rejected
1561,yes,2500000,345, Not Graduate,Rejected
3660,yes,2500000,695, Not Graduate,Approved
2490,yes,800000,726, Not Graduate,Approved
3712,yes,5600000,350, Graduate,Rejected
4055,yes,3800000,571, Graduate,Approved
2006,yes,6600000,856, Graduate,Approved
2734,yes,3200000,848, Graduate,Approved
1490,yes,3300000,812, Not Graduate,Approved
2049,yes,8100000,751, Graduate,Approved
1591,yes,2400000,514, Graduate,Rejected
1588,yes,5300000,505, Graduate,Rejected
2820,yes,7600000,437, Not Graduate,Approved
3785,yes,9800000,885, Graduate,Approved
3336,yes,4600000,493, Graduate,Rejected
3028,yes,5900000,825, Not Graduate,Approved
1595,yes,8800000,607, Graduate,Approved
1750,yes,9200000,702, Not Graduate,Approved
3141,yes,3800000,670, Graduate,Approved
2778,yes,8800000,852, Graduate,Approved
1880,yes,2700000,840, Not Graduate,Approved
1431,yes,5300000,329, Graduate,Rejected
1061,yes,3500000,897, Not Graduate,Approved
2821,yes,8400000,335, Not Graduate,Rejected
2519,yes,5700000,442, Not Graduate,Rejected
3046,yes,7100000,890, Not Graduate,Approved
1863,yes,200000,552, Not Graduate,Approved
2079,yes,1000000,798, Graduate,Approved
2115,yes,5000000,839, Not Graduate,Approved
3647,yes,9000000,712, Graduate,Approved
4076,yes,2600000,392, Not Graduate,Approved
3109,yes,7800000,597, Not Graduate,Approved
2367,yes,3900000,453, Graduate,Rejected
690,yes,3900000,464, Not Graduate,Rejected
1633,yes,4700000,406, Not Graduate,Rejected
2553,yes,3600000,543, Not Graduate,Rejected
143,yes,5500000,829, Graduate,Approved
3182,yes,8000000,763, Not Graduate,Approved
970,yes,6000000,462, Not Graduate,Rejected
3675,yes,5600000,395, Graduate,Rejected
2814,yes,6600000,490, Not Graduate,Rejected
3274,yes,4000000,531, Graduate,Rejected
2580,yes,3800000,490, Not Graduate,Rejected
3697,yes,1600000,733, Not Graduate,Approved
2184,yes,7300000,434, Graduate,Rejected
1238,yes,9500000,456, Not Graduate,Approved
3444,yes,9100000,414, Not Graduate,Rejected
1404,yes,9100000,308, Graduate,Rejected
1824,yes,6300000,464, Graduate,Rejected
3603,yes,1900000,704, Not Graduate,Approved
1727,yes,1600000,512, Not Graduate,Rejected
3848,yes,700000,813, Graduate,Approved
3198,yes,9400000,762, Not Graduate,Approved
2283,yes,7500000,440, Graduate,Rejected
48,yes,4900000,677, Graduate,Approved
3515,yes,7500000,680, Graduate,Approved
1068,yes,4200000,433, Graduate,Approved
406,yes,1800000,809, Not Graduate,Approved
112,yes,7400000,302, Graduate,Rejected
363,yes,9000000,468, Not Graduate,Rejected
1686,yes,2500000,623, Not Graduate,Approved
865,yes,7200000,733, Not Graduate,Approved
1783,yes,7300000,776, Not Graduate,Approved
2158,yes,4200000,863, Not Graduate,Approved
2527,yes,4700000,440, Graduate,Rejected
1883,yes,8800000,531, Not Graduate,Rejected
943,yes,1400000,447, Not Graduate,Rejected
159,yes,700000,704, Graduate,Approved
3741,yes,2500000,315, Not Graduate,Rejected
3689,yes,4700000,321, Graduate,Rejected
840,yes,2000000,638, Not Graduate,Approved
1644,yes,1900000,892, Not Graduate,Approved
925,yes,8600000,361, Not Graduate,Rejected
4087,yes,1900000,442, Not Graduate,Rejected
1623,yes,9000000,657, Graduate,Approved
2276,yes,8500000,749, Not Graduate,Approved
3117,yes,3400000,559, Graduate,Approved
2985,yes,6400000,384, Graduate,Rejected
4035,yes,5300000,826, Graduate,Approved
2502,yes,7200000,571, Graduate,Approved
2013,yes,3700000,330, Graduate,Rejected
510,yes,9900000,808, Graduate,Approved
2910,yes,5000000,555, Graduate,Approved
3928,yes,700000,641, Not Graduate,Approved
4227,yes,700000,869, Graduate,Approved
959,yes,2200000,335, Not Graduate,Rejected
1136,yes,800000,403, Graduate,Rejected
2457,yes,7900000,666, Not Graduate,Approved
40,yes,1500000,352, Not Graduate,Rejected
2516,yes,5700000,581, Not Graduate,Approved
2243,yes,6600000,594, Graduate,Approved
755,yes,7600000,384, Not Graduate,Rejected
2474,yes,900000,900, Not Graduate,Approved
1555,yes,4500000,570, Not Graduate,Approved
2050,yes,9400000,885, Not Graduate,Approved
3229,yes,2700000,368, Graduate,Rejected
3242,yes,1600000,371, Not Graduate,Rejected
2584,yes,5900000,657, Graduate,Approved
2788,yes,5900000,630, Not Graduate,Approved
1377,yes,1400000,804, Graduate,Approved
1791,yes,2200000,497, Not Graduate,Rejected
3988,yes,4700000,317, Graduate,Rejected
3967,yes,1800000,747, Graduate,Approved
846,yes,600000,799, Graduate,Approved
738,yes,900000,458, Graduate,Rejected
529,yes,7200000,559, Graduate,Approved
2949,yes,5600000,707, Graduate,Approved
3852,yes,2000000,724, Not Graduate,Approved
2212,yes,4900000,505, Not Graduate,Rejected
3754,yes,8200000,764, Not Graduate,Approved
892,yes,4800000,368, Graduate,Rejected
1095,yes,5300000,516, Not Graduate,Rejected
54,yes,8400000,657, Not Graduate,Approved
2829,yes,9200000,889, Graduate,Approved
1264,yes,6300000,542, Not Graduate,Rejected
173,yes,3600000,748, Not Graduate,Approved
711,yes,6900000,330, Graduate,Rejected
3930,yes,3900000,811, Not Graduate,Approved
65,yes,3900000,784, Graduate,Approved
2102,yes,2900000,394, Graduate,Rejected
3674,yes,8700000,318, Graduate,Rejected
4217,yes,2100000,802, Graduate,Approved
3870,yes,900000,529, Not Graduate,Rejected
2001,yes,7000000,315, Not Graduate,Rejected
4072,yes,7000000,702, Graduate,Approved
1088,yes,7000000,709, Not Graduate,Approved
335,yes,3200000,427, Graduate,Rejected
417,yes,6100000,478, Graduate,Rejected
2876,yes,300000,613, Not Graduate,Approved
1829,yes,7200000,626, Not Graduate,Approved
2858,yes,5600000,899, Graduate,Approved
3254,yes,300000,797, Graduate,Approved
592,yes,1500000,350, Not Graduate,Rejected
1971,yes,7500000,661, Not Graduate,Approved
1141,yes,6000000,649, Not Graduate,Approved
4237,yes,1900000,436, Graduate,Rejected
392,yes,2400000,877, Graduate,Approved
3147,yes,4200000,386, Graduate,Rejected
1527,yes,400000,889, Graduate,Approved
2016,yes,3300000,310, Not Graduate,Rejected
1503,yes,4800000,310, Graduate,Rejected
3130,yes,1000000,664, Graduate,Approved
1154,yes,3400000,730, Not Graduate,Approved
3076,yes,1400000,304, Graduate,Rejected
445,yes,3600000,536, Not Graduate,Rejected
1229,yes,8900000,781, Graduate,Approved
4204,yes,6400000,437, Graduate,Rejected
684,yes,6400000,467, Not Graduate,Rejected
3686,yes,7900000,605, Graduate,Approved
2149,yes,9500000,430, Not Graduate,Rejected
3732,yes,8000000,658, Not Graduate,Approved
2573,yes,7000000,708, Graduate,Approved
3812,yes,3200000,741, Not Graduate,Approved
2633,yes,9000000,734, Graduate,Approved
134,yes,6800000,479, Not Graduate,Rejected
821,yes,3300000,423, Not Graduate,Approved
1583,yes,5300000,472, Not Graduate,Rejected
997,yes,500000,479, Graduate,Rejected
1667,yes,1600000,896, Not Graduate,Approved
164,yes,2000000,681, Not Graduate,Approved
2628,yes,900000,355, Graduate,Approved
1276,yes,5500000,880, Not Graduate,Approved
4226,yes,3800000,606, Graduate,Approved
2771,yes,7300000,557, Graduate,Approved
333,yes,4600000,555, Not Graduate,Approved
2737,yes,5800000,696, Not Graduate,Approved
1207,yes,5100000,559, Not Graduate,Approved
899,yes,2500000,494, Graduate,Rejected
2791,yes,1000000,382, Not Graduate,Rejected
689,yes,8800000,766, Graduate,Approved
2528,yes,1700000,820, Not Graduate,Approved
1882,yes,2600000,481, Graduate,Rejected
4187,yes,4000000,667, Not Graduate,Approved
2929,yes,4100000,836, Graduate,Approved
3658,yes,5600000,528, Graduate,Rejected
3490,yes,9000000,677, Graduate,Approved
105,yes,6200000,331, Not Graduate,Rejected
3201,yes,8400000,796, Not Graduate,Approved
1626,yes,9900000,465, Not Graduate,Approved
2456,yes,8400000,476, Graduate,Rejected
568,yes,3000000,441, Graduate,Rejected
3270,yes,9500000,446, Graduate,Rejected
2114,yes,8300000,729, Not Graduate,Approved
170,yes,4800000,371, Not Graduate,Approved
420,yes,1700000,693, Not Graduate,Approved
3170,yes,8700000,815, Not Graduate,Approved
3917,yes,8900000,716, Graduate,Approved
2274,yes,6900000,715, Graduate,Approved
824,yes,3800000,645, Graduate,Approved
3413,yes,4700000,835, Not Graduate,Approved
2187,yes,8100000,657, Not Graduate,Approved
871,yes,4800000,356, Not Graduate,Approved
3203,yes,4800000,717, Not Graduate,Approved
3535,yes,1300000,582, Not Graduate,Approved
782,yes,9900000,865, Not Graduate,Approved
1466,yes,3800000,866, Not Graduate,Approved
63,yes,8800000,365, Not Graduate,Rejected
2567,yes,2200000,461, Not Graduate,Approved
1726,yes,3700000,621, Not Graduate,Approved
2200,yes,7200000,535, Graduate,Rejected
3505,yes,9900000,860, Graduate,Approved
3266,yes,6100000,808, Not Graduate,Approved
1108,yes,4800000,781, Graduate,Approved
673,yes,500000,868, Not Graduate,Approved
3193,yes,5300000,572, Graduate,Approved
688,yes,8700000,708, Not Graduate,Approved
201,yes,9800000,355, Not Graduate,Rejected
3856,yes,8500000,714, Graduate,Approved
3174,yes,4600000,355, Graduate,Rejected
2218,yes,6700000,673, Graduate,Approved
1147,yes,8000000,553, Graduate,Approved
516,yes,8900000,367, Graduate,Rejected
2417,yes,1200000,330, Not Graduate,Rejected
3418,yes,6800000,679, Not Graduate,Approved
1072,yes,3600000,529, Graduate,Rejected
3855,yes,3100000,614, Not Graduate,Approved
1743,yes,3300000,682, Graduate,Approved
3287,yes,5300000,432, Graduate,Rejected
3480,yes,3200000,376, Graduate,Rejected
2708,yes,7800000,568, Not Graduate,Approved
585,yes,9500000,519, Graduate,Rejected
1103,yes,1600000,487, Graduate,Rejected
2935,yes,6900000,348, Graduate,Rejected
606,yes,7100000,599, Not Graduate,Approved
3059,yes,7800000,523, Graduate,Rejected
918,yes,1500000,400, Not Graduate,Rejected
367,yes,6000000,851, Not Graduate,Approved
1557,yes,5600000,873, Not Graduate,Approved
2444,yes,6700000,498, Not Graduate,Rejected
3595,yes,2000000,569, Graduate,Approved
256,yes,900000,489, Graduate,Rejected
1175,yes,9800000,395, Graduate,Rejected
786,yes,600000,572, Not Graduate,Approved
1782,yes,4100000,854, Graduate,Approved
1897,yes,4200000,758, Not Graduate,Approved
87,yes,1100000,387, Not Graduate,Rejected
931,yes,5500000,515, Not Graduate,Rejected
1194,yes,2100000,426, Not Graduate,Rejected
1278,yes,9400000,323, Not Graduate,Rejected
647,yes,5400000,734, Graduate,Approved
396,yes,800000,584, Graduate,Rejected
4038,yes,600000,761, Graduate,Approved
625,yes,700000,863, Graduate,Approved
524,yes,7100000,328, Not Graduate,Rejected
3208,yes,3200000,864, Graduate,Approved
2252,yes,5300000,852, Not Graduate,Approved
1392,yes,1500000,789, Not Graduate,Approved
3050,yes,7000000,495, Graduate,Rejected
3163,yes,9400000,443, Graduate,Rejected
2083,yes,2400000,745, Graduate,Approved
1408,yes,6100000,733, Not Graduate,Approved
3983,yes,2300000,861, Not Graduate,Approved
2379,yes,5100000,313, Not Graduate,Rejected
4117,yes,3900000,886, Graduate,Approved
3062,yes,3300000,896, Not Graduate,Approved
3435,yes,5000000,509, Graduate,Rejected
3536,yes,4600000,487, Not Graduate,Rejected
1628,yes,700000,626, Graduate,Approved
1379,yes,7900000,663, Graduate,Approved
3946,yes,7900000,560, Not Graduate,Approved
3142,yes,1300000,407, Graduate,Rejected
4262,yes,3000000,881, Graduate,Approved
3105,yes,6400000,414, Not Graduate,Rejected
3178,yes,4900000,401, Graduate,Rejected
2775,yes,8300000,596, Graduate,Approved
2478,yes,7300000,831, Graduate,Approved
3839,yes,4500000,311, Graduate,Rejected
708,yes,8800000,379, Not Graduate,Rejected
3859,yes,2800000,359, Graduate,Rejected
3081,yes,6000000,368, Not Graduate,Rejected
1512,yes,3400000,733, Graduate,Approved
1987,yes,300000,876, Not Graduate,Approved
1182,yes,7300000,799, Not Graduate,Approved
3912,yes,1700000,503, Not Graduate,Rejected
3887,yes,500000,877, Graduate,Approved
2251,yes,7000000,523, Graduate,Rejected
2861,yes,4400000,360, Not Graduate,Rejected
3047,yes,5000000,808, Not Graduate,Approved
2872,yes,7300000,666, Not Graduate,Approved
3116,yes,5600000,491, Not Graduate,Rejected
3037,yes,3900000,477, Graduate,Rejected
614,yes,3500000,589, Graduate,Approved
1566,yes,3500000,420, Not Graduate,Approved
2258,yes,7900000,446, Graduate,Rejected
1464,yes,400000,480, Not Graduate,Approved
3827,yes,3400000,523, Graduate,Rejected
2284,yes,2000000,873, Not Graduate,Approved
671,yes,2000000,320, Graduate,Rejected
795,yes,2900000,614, Graduate,Approved
1183,yes,6400000,727, Graduate,Approved
3219,yes,7000000,677, Not Graduate,Approved
564,yes,9300000,600, Graduate,Approved
1599,yes,3000000,462, Not Graduate,Rejected
2125,yes,7100000,474, Graduate,Rejected
2241,yes,7400000,778, Not Graduate,Approved
292,yes,5800000,431, Graduate,Rejected
1854,yes,1000000,763, Not Graduate,Approved
6,yes,4800000,319, Graduate,Rejected
1163,yes,1900000,620, Graduate,Approved
2621,yes,5000000,753, Not Graduate,Approved
662,yes,1600000,641, Not Graduate,Approved
1622,yes,7200000,362, Not Graduate,Rejected
523,yes,8700000,523, Not Graduate,Rejected
743,yes,2300000,339, Graduate,Rejected
1771,yes,3500000,337, Not Graduate,Rejected
880,yes,3900000,349, Not Graduate,Rejected
531,yes,9900000,817, Graduate,Approved
490,yes,7500000,492, Graduate,Rejected
3907,yes,6200000,489, Graduate,Approved
1348,yes,7800000,528, Graduate,Rejected
1532,yes,2000000,615, Graduate,Approved
1307,yes,5200000,692, Graduate,Approved
1223,yes,500000,461, Not Graduate,Rejected
828,yes,800000,780, Not Graduate,Approved
533,yes,6900000,382, Graduate,Rejected
