applicant_id,govt_employed,income_annum,cibil_score,education,loan_status
380,no,500000,531, Not Graduate,Approved
381,yes,8300000,814, Graduate,Approved
382,no,5300000,678, Graduate,Approved
383,yes,9300000,655, Not Graduate,Approved
384,no,2300000,682, Not Graduate,Approved
385,no,400000,695, Not Graduate,Approved
386,no,3200000,833, Not Graduate,Approved
387,yes,9400000,302, Not Graduate,Rejected
388,no,2300000,357, Graduate,Rejected
389,no,4300000,302, Not Graduate,Rejected
390,yes,6200000,873, Graduate,Approved
391,yes,7200000,658, Not Graduate,Approved
392,yes,2400000,877, Graduate,Approved
393,no,2900000,648, Not Graduate,Approved
394,no,1400000,730, Graduate,Approved
395,yes,2200000,737, Not Graduate,Approved
396,yes,800000,584, Graduate,Rejected
397,no,600000,621, Graduate,Approved
398,yes,700000,583, Graduate,Approved
399,no,8400000,621, Not Graduate,Approved
400,no,7100000,610, Not Graduate,Approved
401,no,5400000,452, Graduate,Rejected
402,no,3700000,339, Graduate,Rejected
403,yes,5200000,650, Graduate,Approved
404,yes,200000,672, Not Graduate,Approved
405,no,500000,501, Graduate,Rejected
406,yes,1800000,809, Not Graduate,Approved
407,yes,9200000,318, Graduate,Rejected
408,no,900000,649, Not Graduate,Approved
409,no,7500000,367, Not Graduate,Rejected
410,no,3000000,847, Not Graduate,Approved
411,no,7100000,360, Graduate,Rejected
412,yes,3500000,865, Graduate,Approved
413,no,4900000,880, Not Graduate,Approved
414,no,4100000,608, Graduate,Approved
415,yes,800000,760, Graduate,Approved
416,yes,1700000,385, Graduate,Rejected
417,yes,6100000,478, Graduate,Rejected
418,yes,2100000,327, Graduate,Rejected
419,no,3100000,663, Graduate,Approved
420,yes,1700000,693, Not Graduate,Approved
421,no,1700000,710, Graduate,Approved
422,yes,4000000,711, Not Graduate,Approved
423,no,5600000,386, Graduate,Rejected
424,yes,3900000,855, Graduate,Approved
425,yes,6100000,573, Graduate,Approved
426,yes,1100000,431, Graduate,Rejected
427,no,5500000,364, Graduate,Rejected
428,yes,1100000,711, Graduate,Approved
429,yes,400000,771, Not Graduate,Approved
430,no,9200000,669, Graduate,Approved
431,yes,9300000,338, Not Graduate,Rejected
432,no,1100000,562, Graduate,Approved
433,no,5600000,769, Not Graduate,Approved
434,yes,6300000,629, Graduate,Approved
435,no,8800000,699, Graduate,Approved
436,no,8400000,590, Not Graduate,Approved
437,yes,1600000,707, Graduate,Approved
438,yes,4500000,391, Not Graduate,Rejected
439,no,6500000,891, Not Graduate,Approved
440,yes,9500000,731, Graduate,Approved
441,no,4700000,775, Not Graduate,Approved
442,yes,9600000,897, Graduate,Approved
443,no,8000000,794, Graduate,Approved
444,no,7700000,555, Graduate,Approved
445,yes,3600000,536, Not Graduate,Rejected
446,no,700000,839, Not Graduate,Approved
447,yes,1400000,890, Graduate,Approved
448,yes,8600000,415, Graduate,Rejected
449,no,4700000,868, Graduate,Approved
450,yes,2900000,353, Graduate,Rejected
451,no,9000000,590, Not Graduate,Approved
452,yes,500000,618, Graduate,Approved
453,yes,700000,539, Not Graduate,Rejected
454,no,6800000,429, Graduate,Approved
455,no,1800000,792, Graduate,Approved
456,no,6000000,608, Not Graduate,Approved
457,yes,5400000,555, Graduate,Approved
458,yes,8400000,620, Graduate,Approved
459,no,7400000,635, Graduate,Approved
460,no,3200000,457, Graduate,Rejected
461,yes,5400000,350, Graduate,Rejected
462,yes,1000000,885, Graduate,Approved
463,no,4400000,638, Graduate,Approved
464,yes,3800000,710, Graduate,Approved
465,yes,6100000,470, Not Graduate,Rejected
466,yes,5500000,874, Not Graduate,Approved
467,yes,500000,411, Not Graduate,Rejected
468,yes,300000,482, Not Graduate,Approved
469,yes,6200000,396, Graduate,Rejected
470,no,300000,436, Not Graduate,Rejected
471,yes,6900000,303, Not Graduate,Rejected
472,no,3700000,728, Graduate,Approved
473,yes,8800000,775, Not Graduate,Approved
474,yes,8200000,402, Graduate,Rejected
475,yes,9200000,698, Not Graduate,Approved
476,no,2400000,665, Not Graduate,Approved
477,no,4100000,490, Not Graduate,Rejected
478,no,8000000,504, Graduate,Rejected
479,yes,3600000,790, Not Graduate,Approved
480,yes,700000,669, Not Graduate,Approved
481,no,8300000,381, Not Graduate,Rejected
482,yes,5300000,900, Graduate,Approved
483,no,8300000,506, Graduate,Rejected
484,yes,2500000,538, Not Graduate,Rejected
485,yes,5400000,677, Graduate,Approved
486,no,1600000,685, Graduate,Approved
487,no,2400000,860, Not Graduate,Approved
488,no,6300000,608, Not Graduate,Approved
489,yes,2500000,540, Graduate,Rejected
490,yes,7500000,492, Graduate,Rejected
491,no,2900000,834, Not Graduate,Approved
492,yes,1000000,834, Graduate,Approved
493,yes,8600000,890, Graduate,Approved
494,no,300000,443, Not Graduate,Rejected
495,no,2300000,329, Not Graduate,Rejected
496,yes,2400000,739, Not Graduate,Approved
497,yes,9800000,867, Graduate,Approved
498,no,8100000,307, Not Graduate,Rejected
499,no,6700000,492, Graduate,Rejected
500,yes,8400000,698, Not Graduate,Approved
501,no,200000,851, Graduate,Approved
502,no,4700000,375, Graduate,Rejected
503,yes,4300000,601, Graduate,Approved
504,no,2200000,756, Not Graduate,Approved
505,yes,8600000,868, Graduate,Approved
506,yes,2000000,838, Graduate,Approved
507,yes,4200000,375, Not Graduate,Rejected
508,yes,5100000,778, Not Graduate,Approved
509,yes,4100000,442, Graduate,Rejected
510,yes,9900000,808, Graduate,Approved
511,yes,3200000,372, Not Graduate,Rejected
512,no,5500000,597, Graduate,Approved
513,yes,7800000,435, Graduate,Rejected
514,yes,3400000,728, Graduate,Approved
515,yes,7900000,373, Graduate,Rejected
516,yes,8900000,367, Graduate,Rejected
517,no,7300000,552, Graduate,Approved
518,yes,3300000,465, Not Graduate,Rejected
519,yes,2900000,607, Graduate,Approved
520,yes,500000,427, Graduate,Rejected
521,no,7200000,711, Not Graduate,Approved
522,no,8300000,823, Not Graduate,Approved
523,yes,8700000,523, Not Graduate,Rejected
524,yes,7100000,328, Not Graduate,Rejected
525,yes,9800000,721, Graduate,Approved
526,yes,6900000,599, Graduate,Approved
527,no,2400000,580, Not Graduate,Approved
528,yes,2100000,744, Not Graduate,Approved
529,yes,7200000,559, Graduate,Approved
530,no,4600000,587, Graduate,Approved
531,yes,9900000,817, Graduate,Approved
532,yes,300000,655, Not Graduate,Approved
533,yes,6900000,382, Graduate,Rejected
534,yes,1700000,765, Graduate,Approved
535,yes,4400000,516, Graduate,Rejected
536,yes,4300000,383, Not Graduate,Rejected
537,no,3700000,633, Not Graduate,Approved
538,no,5900000,547, Graduate,Rejected
539,yes,8600000,843, Not Graduate,Approved
540,yes,3400000,783, Not Graduate,Approved
541,yes,1000000,790, Not Graduate,Approved
542,yes,4400000,409, Not Graduate,Rejected
543,no,3600000,376, Not Graduate,Rejected
544,no,1400000,625, Not Graduate,Approved
545,no,5300000,707, Not Graduate,Approved
546,yes,9400000,645, Graduate,Approved
547,yes,6600000,887, Not Graduate,Approved
548,no,9800000,319, Graduate,Rejected
549,no,1900000,647, Not Graduate,Approved
550,yes,5800000,888, Not Graduate,Approved
551,no,3100000,420, Not Graduate,Rejected
552,no,6800000,791, Graduate,Approved
553,no,4600000,891, Not Graduate,Approved
554,yes,200000,641, Not Graduate,Approved
555,yes,9500000,319, Not Graduate,Rejected
556,yes,6200000,819, Not Graduate,Approved
557,yes,9700000,387, Not Graduate,Rejected
558,yes,4200000,686, Graduate,Approved
559,yes,5700000,415, Graduate,Rejected
560,yes,200000,885, Graduate,Rejected
561,no,8000000,722, Graduate,Approved
562,no,5200000,761, Graduate,Approved
563,yes,7100000,389, Graduate,Rejected
564,yes,9300000,600, Graduate,Approved
565,no,2000000,407, Graduate,Approved
566,yes,3900000,829, Graduate,Approved
567,no,2800000,895, Not Graduate,Approved
568,yes,3000000,441, Graduate,Rejected
569,no,4500000,895, Not Graduate,Approved
570,no,1900000,826, Graduate,Approved
571,no,2300000,453, Graduate,Rejected
572,no,4700000,701, Graduate,Approved
573,yes,1300000,627, Not Graduate,Approved
574,no,3100000,543, Graduate,Approved
575,no,8400000,411, Graduate,Rejected
576,yes,1700000,583, Graduate,Approved
577,no,1900000,889, Not Graduate,Approved
578,no,2400000,684, Not Graduate,Approved
579,no,6800000,578, Graduate,Approved
580,no,2900000,445, Graduate,Rejected
581,yes,8900000,369, Graduate,Rejected
582,no,8800000,794, Not Graduate,Approved
583,yes,8200000,492, Graduate,Rejected
584,yes,3600000,557, Not Graduate,Approved
585,yes,9500000,519, Graduate,Rejected
586,yes,1900000,699, Not Graduate,Approved
587,yes,9100000,741, Not Graduate,Approved
588,no,1100000,508, Graduate,Rejected
589,yes,1100000,647, Not Graduate,Approved
590,no,9300000,656, Graduate,Approved
591,yes,3900000,439, Graduate,Rejected
592,yes,1500000,350, Not Graduate,Rejected
593,no,800000,493, Graduate,Rejected
594,no,600000,851, Graduate,Approved
595,no,4400000,492, Graduate,Rejected
596,yes,2700000,861, Graduate,Approved
597,yes,6200000,664, Not Graduate,Approved
598,yes,700000,362, Graduate,Rejected
599,no,3400000,703, Graduate,Approved
600,yes,4900000,758, Not Graduate,Approved
601,yes,4200000,396, Not Graduate,Rejected
602,yes,5300000,828, Graduate,Approved
603,yes,3700000,709, Graduate,Approved
604,yes,5600000,528, Not Graduate,Rejected
605,yes,4300000,623, Graduate,Approved
606,yes,7100000,599, Not Graduate,Approved
607,yes,5400000,622, Graduate,Approved
608,no,6000000,385, Not Graduate,Rejected
609,yes,4100000,579, Graduate,Approved
610,no,8300000,846, Not Graduate,Approved
611,no,8100000,449, Graduate,Rejected
612,no,7200000,666, Not Graduate,Approved
613,no,7200000,380, Graduate,Rejected
614,yes,3500000,589, Graduate,Approved
615,no,6200000,845, Graduate,Approved
616,no,5200000,401, Not Graduate,Rejected
617,no,4500000,766, Not Graduate,Approved
618,no,5400000,522, Not Graduate,Rejected
619,yes,2000000,834, Not Graduate,Approved
620,no,8900000,588, Graduate,Approved
621,no,5000000,570, Graduate,Approved
622,no,4900000,860, Graduate,Approved
623,yes,5300000,655, Graduate,Approved
624,yes,8500000,457, Not Graduate,Approved
625,yes,700000,863, Graduate,Approved
626,yes,5900000,742, Not Graduate,Approved
627,no,3500000,798, Graduate,Approved
628,yes,7700000,552, Not Graduate,Approved
629,yes,4500000,418, Not Graduate,Rejected
630,no,9100000,419, Graduate,Rejected
631,yes,9000000,668, Not Graduate,Approved
632,no,8900000,608, Not Graduate,Approved
633,no,6500000,342, Not Graduate,Rejected
634,yes,8100000,817, Not Graduate,Approved
635,no,8400000,476, Not Graduate,Rejected
636,no,5300000,881, Not Graduate,Approved
637,no,4100000,838, Graduate,Approved
638,no,6900000,406, Not Graduate,Approved
639,yes,5200000,778, Graduate,Approved
640,yes,2000000,799, Not Graduate,Approved
641,no,4600000,716, Graduate,Approved
642,yes,7100000,756, Graduate,Approved
643,no,9300000,743, Not Graduate,Approved
644,no,5400000,731, Not Graduate,Approved
645,no,4100000,833, Not Graduate,Approved
646,no,4900000,470, Not Graduate,Rejected
647,yes,5400000,734, Graduate,Approved
648,no,3000000,620, Graduate,Approved
649,yes,6800000,812, Not Graduate,Approved
650,yes,5100000,459, Graduate,Rejected
651,yes,9800000,704, Graduate,Approved
652,yes,1600000,391, Graduate,Rejected
653,no,8000000,421, Graduate,Approved
654,no,2900000,796, Graduate,Approved
655,no,9200000,607, Graduate,Approved
656,no,9500000,376, Not Graduate,Rejected
657,yes,3700000,424, Graduate,Rejected
658,yes,7100000,442, Graduate,Rejected
659,no,5600000,448, Not Graduate,Rejected
660,yes,1200000,638, Graduate,Approved
661,no,1600000,710, Not Graduate,Approved
662,yes,1600000,641, Not Graduate,Approved
663,no,5300000,348, Not Graduate,Rejected
664,no,9100000,519, Not Graduate,Rejected
665,yes,9400000,517, Not Graduate,Rejected
666,no,5900000,375, Not Graduate,Rejected
667,yes,1100000,426, Graduate,Rejected
668,yes,3100000,785, Graduate,Approved
669,no,2200000,373, Not Graduate,Rejected
